"filename", "language", "Batch", "Python", "Properties", "Markdown", "XML", "PowerShell", "comment", "blank", "total"
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\create_context_robustness.py", "Python", 0, 14, 0, 0, 0, 0, 2, 3, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\fbconfig_float.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\framebuffer_sRGB.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\get_proc_address.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\multisample.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\robustness_application_isolation.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\robustness_share_group_isolation.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\ARB\vertex_buffer_object.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\DFX\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\DFX\multisample.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\buffer_age.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\context_priority.py", "Python", 0, 14, 0, 0, 0, 0, 2, 3, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\create_context_es2_profile.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\create_context_es_profile.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\fbconfig_packed_float.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\framebuffer_sRGB.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\import_context.py", "Python", 0, 28, 0, 0, 0, 0, 2, 2, 32
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\libglvnd.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\no_config_context.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\stereo_tree.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\swap_control.py", "Python", 0, 15, 0, 0, 0, 0, 2, 2, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\swap_control_tear.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\texture_from_pixmap.py", "Python", 0, 49, 0, 0, 0, 0, 2, 2, 53
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\visual_info.py", "Python", 0, 26, 0, 0, 0, 0, 2, 3, 31
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\EXT\visual_rating.py", "Python", 0, 14, 0, 0, 0, 0, 2, 3, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\INTEL\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\INTEL\swap_event.py", "Python", 0, 14, 0, 0, 0, 0, 2, 3, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\agp_offset.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\copy_sub_buffer.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\pixmap_colormap.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\query_renderer.py", "Python", 0, 33, 0, 0, 0, 0, 2, 2, 37
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\release_buffers.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\set_3dfx_mode.py", "Python", 0, 15, 0, 0, 0, 0, 2, 2, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\MESA\swap_control.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\copy_buffer.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\copy_image.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\delay_before_swap.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\float_buffer.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\multigpu_context.py", "Python", 0, 15, 0, 0, 0, 0, 2, 3, 20
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\multisample_coverage.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\present_video.py", "Python", 0, 17, 0, 0, 0, 0, 2, 2, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\robustness_video_memory_purge.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\swap_group.py", "Python", 0, 28, 0, 0, 0, 0, 2, 3, 33
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\video_capture.py", "Python", 0, 28, 0, 0, 0, 0, 2, 2, 32
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\video_out.py", "Python", 0, 38, 0, 0, 0, 0, 2, 2, 42
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\NV\video_output.py", "Python", 0, 38, 0, 0, 0, 0, 2, 2, 42
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\OML\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\OML\swap_method.py", "Python", 0, 14, 0, 0, 0, 0, 2, 3, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\OML\sync_control.py", "Python", 0, 25, 0, 0, 0, 0, 2, 3, 30
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIS\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIS\blended_overlay.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIS\multisample.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIS\shared_multisample.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\dmbuffer.py", "Python", 0, 14, 0, 0, 0, 0, 2, 2, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\fbconfig.py", "Python", 0, 39, 0, 0, 0, 0, 2, 2, 43
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\hyperpipe.py", "Python", 0, 44, 0, 0, 0, 0, 2, 2, 48
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\pbuffer.py", "Python", 0, 50, 0, 0, 0, 0, 2, 2, 54
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\swap_barrier.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\swap_group.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\video_resize.py", "Python", 0, 27, 0, 0, 0, 0, 2, 2, 31
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\video_source.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGIX\visual_select_group.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGI\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGI\cushion.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGI\make_current_read.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGI\swap_control.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SGI\video_sync.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SUN\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\SUN\get_transparent_index.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\VERSION\GLX_1_0.py", "Python", 0, 88, 0, 0, 0, 0, 3, 2, 93
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\VERSION\GLX_1_1.py", "Python", 0, 22, 0, 0, 0, 0, 2, 2, 26
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\VERSION\GLX_1_2.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\VERSION\GLX_1_3.py", "Python", 0, 117, 0, 0, 0, 0, 2, 2, 121
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\VERSION\GLX_1_4.py", "Python", 0, 15, 0, 0, 0, 0, 2, 2, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\VERSION\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\_errors.py", "Python", 0, 6, 0, 0, 0, 0, 0, 1, 7
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\_glgets.py", "Python", 0, 6, 0, 0, 0, 0, 1, 2, 9
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GLX\_types.py", "Python", 0, 238, 0, 0, 0, 0, 1, 23, 262
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\blend_minmax_factor.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\conservative_depth.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\debug_output.py", "Python", 0, 36, 0, 0, 0, 0, 2, 2, 40
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\depth_clamp_separate.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\draw_buffers_blend.py", "Python", 0, 22, 0, 0, 0, 0, 2, 3, 27
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\framebuffer_multisample_advanced.py", "Python", 0, 22, 0, 0, 0, 0, 2, 2, 26
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\framebuffer_sample_positions.py", "Python", 0, 26, 0, 0, 0, 0, 2, 2, 30
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\gcn_shader.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\gpu_shader_half_float.py", "Python", 0, 23, 0, 0, 0, 0, 2, 3, 28
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\gpu_shader_int16.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\gpu_shader_int64.py", "Python", 0, 140, 0, 0, 0, 0, 2, 2, 144
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\interleaved_elements.py", "Python", 0, 22, 0, 0, 0, 0, 2, 2, 26
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\multi_draw_indirect.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\name_gen_delete.py", "Python", 0, 24, 0, 0, 0, 0, 2, 2, 28
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\occlusion_query_event.py", "Python", 0, 19, 0, 0, 0, 0, 2, 2, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\performance_monitor.py", "Python", 0, 50, 0, 0, 0, 0, 2, 2, 54
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\pinned_memory.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\query_buffer_object.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\sample_positions.py", "Python", 0, 14, 0, 0, 0, 0, 2, 2, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\seamless_cubemap_per_texture.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_atomic_counter_ops.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_ballot.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_explicit_vertex_parameter.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_gpu_shader_half_float_fetch.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_image_load_store_lod.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_stencil_export.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\shader_trinary_minmax.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\sparse_texture.py", "Python", 0, 25, 0, 0, 0, 0, 2, 2, 29
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\stencil_operation_extended.py", "Python", 0, 17, 0, 0, 0, 0, 2, 2, 21
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\texture_gather_bias_lod.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\texture_texture4.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\transform_feedback3_lines_triangles.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\transform_feedback4.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\vertex_shader_layer.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\vertex_shader_tessellator.py", "Python", 0, 23, 0, 0, 0, 0, 2, 2, 27
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\AMD\vertex_shader_viewport_index.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ANGLE\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\aux_depth_stencil.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\client_storage.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\element_array.py", "Python", 0, 28, 0, 0, 0, 0, 2, 2, 32
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\fence.py", "Python", 0, 36, 0, 0, 0, 0, 2, 2, 40
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\float_pixels.py", "Python", 0, 24, 0, 0, 0, 0, 2, 3, 29
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\flush_buffer_range.py", "Python", 0, 18, 0, 0, 0, 0, 2, 2, 22
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\object_purgeable.py", "Python", 0, 25, 0, 0, 0, 0, 2, 2, 29
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\rgb_422.py", "Python", 0, 14, 0, 0, 0, 0, 2, 3, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\row_bytes.py", "Python", 0, 12, 0, 0, 0, 0, 2, 3, 17
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\specular_vector.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\texture_range.py", "Python", 0, 22, 0, 0, 0, 0, 2, 2, 26
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\transform_hint.py", "Python", 0, 11, 0, 0, 0, 0, 2, 3, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\vertex_array_object.py", "Python", 0, 23, 0, 0, 0, 0, 2, 2, 27
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\vertex_array_range.py", "Python", 0, 26, 0, 0, 0, 0, 2, 2, 30
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\vertex_program_evaluators.py", "Python", 0, 41, 0, 0, 0, 0, 2, 2, 45
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\APPLE\ycbcr_422.py", "Python", 0, 13, 0, 0, 0, 0, 2, 3, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\ES2_compatibility.py", "Python", 0, 41, 0, 0, 0, 0, 2, 2, 45
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\ES3_1_compatibility.py", "Python", 0, 14, 0, 0, 0, 0, 2, 2, 18
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\ES3_2_compatibility.py", "Python", 0, 16, 0, 0, 0, 0, 2, 2, 20
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\ES3_compatibility.py", "Python", 0, 23, 0, 0, 0, 0, 2, 3, 28
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\arrays_of_arrays.py", "Python", 0, 10, 0, 0, 0, 0, 2, 4, 16
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\base_instance.py", "Python", 0, 19, 0, 0, 0, 0, 2, 3, 24
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\bindless_texture.py", "Python", 0, 59, 0, 0, 0, 0, 2, 2, 63
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\blend_func_extended.py", "Python", 0, 21, 0, 0, 0, 0, 2, 2, 25
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\buffer_storage.py", "Python", 0, 22, 0, 0, 0, 0, 2, 2, 26
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\cl_event.py", "Python", 0, 15, 0, 0, 0, 0, 2, 2, 19
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\raw\GL\ARB\clear_buffer_object.py", "Python", 0, 16, 0, 0, 0, 0, 2, 3, 21
